id,n_victimas,aaaa,mm,dd,fecha,hora,hh,direccion_normalizada,comuna,tipo_calle,otra_direccion,calle,altura,cruce,geocodificacion_caba,longitud,latitud,victima,acusado,participantes,moto,auto,transporte_publico,camion,ciclista,gravedad,origen,lugar_del_hecho,tipo_de_calle,dirección normalizada,xy_caba,año,mes
LC-2021-0061621,1,2021,2,10,2021-02-10 00:00:00,18,18,TRIUNVIRATO AV. y MENDOZA,12,AVENIDA,SD,TRIUNVIRATO AV.,0.0,MENDOZA,Point (98216.4799400029 105840.415077245),-58.482737142357,-34.576620392381,SD,SD,SD-SD,SD,SD,SD,SD,SD,SD,Lesiones,,,,,,
LC-2021-0062207,1,2021,2,11,2021-02-11 00:00:00,7,7,"MAGALDI, AGUSTIN y ZEPITA",4,CALLE,SD,"MAGALDI, AGUSTIN",0.0,ZEPITA,Point (106564.845978767 96769.7576359991),-58.391682996013,-34.658367928539,PEATON,SD,PEATON-SD,SD,SD,SD,SD,SD,SD,Lesiones,,,,,,
LC-2021-0062258,1,2021,2,11,2021-02-11 00:00:00,7,7,"CRUZ, OSVALDO AV. y LUZURIAGA",4,AVENIDA,SD,"CRUZ, OSVALDO AV.",0.0,LUZURIAGA,Point (106990.638458186 97117.5100397155),-58.387040802907,-34.655230376766,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0062697,1,2021,2,11,2021-02-11 00:00:00,11,11,OLIDEN y PATRON,9,CALLE,SD,OLIDEN,0.0,PATRON,Point (95447.3924120276 98159.1050054627),-58.512957709437,-34.645854186482,MOTO,SD,MOTO-SD,x,SD,SD,SD,SD,SD,Lesiones,,,,,,
LC-2021-0062956,2,2021,2,11,2021-02-11 00:00:00,14,14,"JUSTO, JUAN B. AV. y CABRERA, JOSE A.",14,AVENIDA,SD,"JUSTO, JUAN B. AV.",0.0,"CABRERA, JOSE A.",Point (102442.605391119 104712.415192167),-58.436675600269,-34.586787569032,TRANSPORTE PUBLICO,AUTO,TRANSPORTE PUBLICO-AUTO,0,x,x,0,0,SD,Lesiones,,,,,,
LC-2021-0063167,1,2021,2,11,2021-02-11 00:00:00,15,15,"SUAREZ, JOSE LEON y MARTINEZ DE HOZ",9,CALLE,SD,"SUAREZ, JOSE LEON",0.0,MARTINEZ DE HOZ,Point (94169.1682663224 97619.6956525033),-58.526903729146,-34.650710069932,CAMIONETA,TRANSPORTE PUBLICO,CAMIONETA-TRANSPORTE PUBLICO,0,0,x,x,0,SD,Lesiones,,,,,,
LC-2021-0063321,1,2021,2,11,2021-02-11 00:00:00,17,17,"PEDRAZA, MANUELA y CIUDAD DE LA PAZ",13,CALLE,SD,"PEDRAZA, MANUELA",0.0,CIUDAD DE LA PAZ,Point (99637.2868300952 108542.64325124),-58.467251169882,-34.552262762915,MOTO,SD,MOTO-SD,x,SD,SD,SD,SD,SD,Lesiones,,,,,,
LC-2021-0063498,1,2021,2,11,2021-02-11 00:00:00,16,16,CORDOBA AV. y BILLINGHURST,2,AVENIDA,SD,CORDOBA AV.,0.0,BILLINGHURST,Point (104464.558788909 103479.224783134),-58.414630286727,-34.597897398445,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0063551,1,2021,2,11,2021-02-11 00:00:00,20,20,"GARRO y URQUIZA, GRAL.",4,CALLE,SD,GARRO,0.0,"URQUIZA, GRAL.",Point (105070.73611059 99570.9659978781),-58.40799908302,-34.63312523659,AUTO,TRANSPORTE PUBLICO,AUTO-TRANSPORTE PUBLICO,0,x,x,0,0,SD,Lesiones,,,,,,
LC-2021-0063584,1,2021,2,11,2021-02-11 00:00:00,0,0,LOPE DE VEGA AV. y ALCARAZ,10,AVENIDA,SD,LOPE DE VEGA AV.,0.0,ALCARAZ,Point (95666.002281468 100459.944426689),-58.51056129966,-34.625114517572,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0063597,1,2021,2,11,2021-02-11 00:00:00,20,20,CABILDO AV. y DEHEZA,12,AVENIDA,SD,CABILDO AV.,0.0,DEHEZA,Point (99037.3128433333 109733.120416515),-58.473786649139,-34.541530777721,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0063607,2,2021,2,11,2021-02-11 00:00:00,21,21,DIRECTORIO AV. y CAÃ‘ADA DE GOMEZ,9,AVENIDA,SD,DIRECTORIO AV.,0.0,CAÃ‘ADA DE GOMEZ,Point (96209.042482768 96432.4458414503),-58.504657827002,-34.661422034581,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0063757,1,2021,2,11,2021-02-11 00:00:00,5,5,BOYACA y GAONA AV.,11,CALLE,SD,BOYACA,0.0,GAONA AV.,Point (99893.0288680249 101498.59431432),-58.464466123907,-34.615761088823,AUTO,AUTO,AUTO-AUTO,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0064842,1,2021,2,11,2021-02-11 00:00:00,10,10,DIRECTORIO AV. y SAN PEDRITO AV.,7,AVENIDA,SD,DIRECTORIO AV.,0.0,SAN PEDRITO AV.,Point (99615.6317294597 99306.931733437),-58.467491887068,-34.635517513682,MOTO,CAMIONETA,MOTO-CAMIONETA,x,0,0,x,0,SD,Lesiones,,,,,,
LC-2021-0063782,1,2021,2,12,2021-02-12 00:00:00,0,0,LINCOLN AV. y HABANA,11,AVENIDA,SD,LINCOLN AV.,0.0,HABANA,Point (95231.3470838084 103355.06333439),-58.51528467766,-34.599014781156,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0064119,1,2021,2,12,2021-02-12 00:00:00,7,7,"SUAREZ, JOSE LEON y MONTE",9,CALLE,SD,"SUAREZ, JOSE LEON",0.0,MONTE,Point (96520.0521266624 95237.5062434952),-58.501269835572,-34.672194734022,MOTO,CAMION,MOTO-CAMION,x,0,0,x,0,SD,Lesiones,,,,,,
LC-2021-0064560,1,2021,2,12,2021-02-12 00:00:00,11,11,BELGRANO AV. y 9 DE JULIO AV.,1,AVENIDA,SD,BELGRANO AV.,0.0,9 DE JULIO AV.,Point (107515.737354071 101790.728126509),-58.381353762551,-34.613100568506,PEATON,AUTO,PEATON-AUTO,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0064770,1,2021,2,12,2021-02-12 00:00:00,14,14,"CONGRESO AV. y ACHA, MARIANO, GRAL.",12,AVENIDA,SD,CONGRESO AV.,0.0,"ACHA, MARIANO, GRAL.",Point (98213.68389594 107033.942571884),-58.482765030168,-34.565861367011,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0064942,1,2021,2,12,2021-02-12 00:00:00,15,15,"BIBILONI, JUAN A. y FIGUEROA ALCORTA, PRES. AV.",2,CALLE,SD,"BIBILONI, JUAN A.",0.0,"FIGUEROA ALCORTA, PRES. AV.",Point (106438.379879378 105129.152041461),-58.393125551216,-34.583013858687,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0064970,1,2021,2,12,2021-02-12 00:00:00,15,15,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,GRAL PAZ,SD,"PAZ, GRAL. AV.",0.0,"BALBIN, RICARDO, DR. AV.",Point (96563.6649481764 108815.738810569),-58.500738109269,-34.5497951022,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0065288,2,2021,2,12,2021-02-12 00:00:00,18,18,"PAZ, GRAL. AV. y TINOGASTA",10,GRAL PAZ,SD,"PAZ, GRAL. AV.",0.0,TINOGASTA,Point (93888.4834246323 100463.761895578),-58.529944790703,-34.625070959963,MOTO,CAMIONETA,MOTO-CAMIONETA,x,0,0,x,0,SD,Lesiones,,,,,,
LC-2021-0065450,1,2021,2,12,2021-02-12 00:00:00,21,21,MOSCONI GENERAL AV. y ARGERICH,12,AVENIDA,SD,MOSCONI GENERAL AV.,0.0,ARGERICH,Point (96312.9342326721 104681.070798744),-58.503488012339,-34.5870660803,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,GRAVE,Lesiones,,,,,,
LC-2021-0066158,1,2021,2,12,2021-02-12 00:00:00,15,15,"PAZ, GRAL. AV. y 3 DE FEBRERO",13,GRAL PAZ,SD,"PAZ, GRAL. AV.",0.0,3 DE FEBRERO,Point (99448.1360679268 110275.415208884),-58.46931079088,-34.536642574683,AUTO,AUTO,AUTO-AUTO,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0065802,1,2021,2,13,2021-02-13 00:00:00,4,4,"GAONA AV. y BUFANO, ALFREDO R.",11,AVENIDA,SD,GAONA AV.,0.0,"BUFANO, ALFREDO R.",Point (99572.5277474657 101331.307160893),-58.467960835156,-34.617268982454,PEATON,SD,PEATON-SD,SD,SD,SD,SD,SD,SD,Lesiones,,,,,,
LC-2021-0066451,1,2021,2,13,2021-02-13 00:00:00,15,15,"CEVALLOS, VIRREY y PAVON",1,CALLE,SD,"CEVALLOS, VIRREY",0.0,PAVON,Point (106876.57729738 100337.787373523),-58.388310994425,-34.626202395786,AUTO,AUTO,AUTO-AUTO,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0066520,1,2021,2,13,2021-02-13 00:00:00,16,16,"YERBAL y GAINZA, MARTIN DE, GRAL.",6,CALLE,SD,YERBAL,0.0,"GAINZA, MARTIN DE, GRAL.",Point (101611.006720067 100928.023802539),-58.445732933764,-34.620903274229,PEATON,AUTO,PEATON-AUTO,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0066539,1,2021,2,13,2021-02-13 00:00:00,0,0,DE LOS CONSTITUYENTES AV. y NUÃ‘EZ,12,AVENIDA,SD,DE LOS CONSTITUYENTES AV.,0.0,NUÃ‘EZ,Point (95909.2763692302 106495.527079973),-58.507878970705,-34.570708189512,AUTO,AUTO,AUTO-AUTO,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0066545,1,2021,2,13,2021-02-13 00:00:00,17,17,"PAZ, GRAL. AV. y NAZARRE",10,GRAL PAZ,SD,"PAZ, GRAL. AV.",0.0,NAZARRE,Point (93891.3743544578 100392.302605173),-58.529913785089,-34.625715138994,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0066683,3,2021,2,13,2021-02-13 00:00:00,19,19,"PAZ, GRAL. AV. y CABILDO AV.",13,GRAL PAZ,SD,"PAZ, GRAL. AV.",0.0,CABILDO AV.,Point (98817.74986778 110096.313674954),-58.476178020985,-34.538256524689,AUTO,OBJETO FIJO,AUTO-OBJETO FIJO,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0066921,1,2021,2,14,2021-02-14 00:00:00,3,3,"TORRES Y TENORIO, PRES. y RIESTRA AV.",7,AVENIDA,SD,"TORRES Y TENORIO, PRES.",0.0,RIESTRA AV.,Point (102372.312379996 97993.9390617531),-58.437423427976,-34.647350788495,SD,SD,SD-SD,SD,SD,SD,SD,SD,SD,Lesiones,,,,,,
LC-2021-0067305,1,2021,2,14,2021-02-14 00:00:00,13,13,"CORRIENTES AV. y SCALABRINI ORTIZ, RAUL AV.",15,AVENIDA,SD,CORRIENTES AV.,0.0,"SCALABRINI ORTIZ, RAUL AV.",Point (102250.450281518 103260.755653899),-58.438766302497,-34.599873894411,PEATON,AUTO,PEATON-AUTO,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0067508,1,2021,2,14,2021-02-14 00:00:00,16,16,"DIAZ, CESAR, GRAL. y GAVILAN",11,CALLE,SD,"DIAZ, CESAR, GRAL.",0.0,GAVILAN,Point (99339.4702272321 102145.232524223),-58.470501360716,-34.609931789476,AUTO,AUTO,AUTO-AUTO,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0067510,1,2021,2,14,2021-02-14 00:00:00,17,17,AMENABAR e IBERA,13,CALLE,SD,AMENABAR,0.0,IBERA,Point (99716.8787138259 108292.391606409),-58.46638409107,-34.55451868538,MOTO,SD,MOTO-SD,x,SD,SD,SD,SD,SD,Lesiones,,,,,,
LC-2021-0067558,1,2021,2,14,2021-02-14 00:00:00,18,18,"CUENCA y ESCALADA DE SAN MARTIN, R.",11,CALLE,SD,CUENCA,0.0,"ESCALADA DE SAN MARTIN, R.",Point (98281.1291667202 101312.331161969),-58.482042022978,-34.61743861989,MOTO,SD,MOTO-SD,x,SD,SD,SD,SD,SD,Lesiones,,,,,,
LC-2021-0067662,2,2021,2,14,2021-02-14 00:00:00,19,19,"PAZ, GRAL. AV. y SUPERI",12,GRAL PAZ,SD,"PAZ, GRAL. AV.",0.0,SUPERI,Point (97850.5741709057 109546.394283786),-58.486715357861,-34.5432121651,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0068181,1,2021,2,15,2021-02-15 00:00:00,12,12,"CONGRESO AV. y BONORINO, MARTINIANO",12,AVENIDA,SD,CONGRESO AV.,0.0,"BONORINO, MARTINIANO",Point (97173.9347692298 106371.029613267),-58.494097507779,-34.571834791158,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0068274,3,2021,2,15,2021-02-15 00:00:00,11,11,"OROÃ‘O, NICASIO y MENDEZ DE ANDES",6,CALLE,SD,"OROÃ‘O, NICASIO",0.0,MENDEZ DE ANDES,Point (100982.436968649 101348.104228561),-58.452587488957,-34.617117261191,AUTO,SD,AUTO-SD,SD,x,SD,SD,SD,SD,Lesiones,,,,,,
LC-2021-0068810,2,2021,2,15,2021-02-15 00:00:00,23,23,"GARCIA, JUAN AGUSTIN y LAMARCA, EMILIO",11,CALLE,SD,"GARCIA, JUAN AGUSTIN",0.0,"LAMARCA, EMILIO",Point (97445.1396644518 101530.508714121),-58.491156829638,-34.615470093325,MOTO,MOTO,MOTO-MOTO,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2021-0068813,1,2021,2,15,2021-02-15 00:00:00,23,23,NAZCA AV. y SANTO TOME,11,AVENIDA,SD,NAZCA AV.,0.0,SANTO TOME,Point (97822.983867514 102715.921431957),-58.4870338643,-34.604785183286,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0069027,1,2021,2,16,2021-02-16 00:00:00,6,6,"GARCIA, JUAN AGUSTIN y CALDERON DE LA BARCA, PEDRO",10,CALLE,SD,"GARCIA, JUAN AGUSTIN",0.0,"CALDERON DE LA BARCA, PEDRO",Point (96087.9228184135 100322.442260041),-58.50596097532,-34.62635573415,AUTO,OBJETO FIJO,AUTO-OBJETO FIJO,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0069060,2,2021,2,16,2021-02-16 00:00:00,8,8,"SAN PEDRITO AV. y FALCON, RAMON L.,CNEL.",7,AVENIDA,SD,SAN PEDRITO AV.,0.0,"FALCON, RAMON L.,CNEL.",Point (99478.1353047006 99680.0161500158),-58.468991194585,-34.632154320814,SD,SD,SD-SD,SD,SD,SD,SD,SD,SD,Lesiones,,,,,,
LC-2021-0069260,1,2021,2,16,2021-02-16 00:00:00,12,12,MIRALLA y SOMELLERA,8,CALLE,SD,MIRALLA,0.0,SOMELLERA,Point (99277.5759375084 95327.3174889593),-58.471182439735,-34.671390952772,MOTO,MOVIL,MOTO-MOVIL,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2021-0069453,1,2021,2,16,2021-02-16 00:00:00,15,15,"ALCORTA, AMANCIO AV. y MORENO, PERITO AV.",4,AVENIDA,SD,"ALCORTA, AMANCIO AV.",0.0,"MORENO, PERITO AV.",Point (105303.776626913 97684.6488683918),-58.405445888672,-34.650128019694,AUTO,SD,AUTO-SD,SD,x,SD,SD,SD,SD,Lesiones,,,,,,
LC-2021-0069621,1,2021,2,16,2021-02-16 00:00:00,17,17,"DEL LIBERTADOR AV. y PEDRAZA, MANUELA",13,AVENIDA,SD,DEL LIBERTADOR AV.,0.0,"PEDRAZA, MANUELA",Point (100551.158743734 109157.478438859),-58.457294610456,-34.546720293312,PEATON,TRANSPORTE PUBLICO,PEATON-TRANSPORTE PUBLICO,0,0,x,0,0,SD,Lesiones,,,,,,
LC-2021-0069818,1,2021,2,16,2021-02-16 00:00:00,21,21,DEL LIBERTADOR AV. y SINCLAIR,14,AVENIDA,SD,DEL LIBERTADOR AV.,0.0,SINCLAIR,Point (103813.209708269 106372.037796893),-58.42174360958,-34.571822869962,PEATON,AUTO,PEATON-AUTO,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0069825,1,2021,2,16,2021-02-16 00:00:00,21,21,BRASIL AV. y PASEO COLON AV.,1,AVENIDA,SD,BRASIL AV.,0.0,PASEO COLON AV.,Point (108741.482386707 100448.085028098),-58.367975421728,-34.625194033298,SD,SD,SD-SD,SD,SD,SD,SD,SD,SD,Lesiones,,,,,,
LC-2021-0069944,1,2021,2,16,2021-02-16 00:00:00,22,22,"LACARRA AV. y PERON, EVA AV.",9,AVENIDA,SD,LACARRA AV.,0.0,"PERON, EVA AV.",Point (99406.1342879474 97736.5210275939),-58.469777907639,-34.649673661122,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0069953,1,2021,2,16,2021-02-16 00:00:00,23,23,"MORENO, PERITO AV. y CASTAÃ‘ARES AV.",7,AVENIDA,SD,"MORENO, PERITO AV.",0.0,CASTAÃ‘ARES AV.,Point (100794.209333522 97609.1806383946),-58.454636620405,-34.650821491519,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,0,0,x,0,0,SD,Lesiones,,,,,,
LC-2021-0070004,2,2021,2,17,2021-02-17 00:00:00,3,3,LA PLATA AV. y SAN JUAN AV.,6,AVENIDA,SD,LA PLATA AV.,0.0,SAN JUAN AV.,Point (103350.945202862 100251.533971519),-58.426757543126,-34.626997305138,AUTO,AUTO,AUTO-AUTO,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0070736,1,2021,2,17,2021-02-17 00:00:00,10,10,ESCALADA AV. y GARZON EUGENIO GENERAL,9,AVENIDA,SD,ESCALADA AV.,0.0,GARZON EUGENIO GENERAL,Point (97891.7855862291 97482.3928158022),-58.486297129961,-34.651962385242,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,0,0,x,0,0,SD,Lesiones,,,,,,
LC-2021-0071257,1,2021,2,17,2021-02-17 00:00:00,14,14,TANDIL y VARELA,7,CALLE,SD,TANDIL,0.0,VARELA,Point (100030.16889295 99315.0590152058),-58.462970867844,-34.635444345128,SD,SD,SD-SD,SD,SD,SD,SD,SD,SD,Lesiones,,,,,,
LC-2021-0071416,1,2021,2,17,2021-02-17 00:00:00,16,16,ALVAREZ THOMAS AV. y OLAZABAL AV.,12,AVENIDA,SD,ALVAREZ THOMAS AV.,0.0,OLAZABAL AV.,Point (98406.219883286 106187.134871232),-58.480668591644,-34.573495220315,AUTO,CAMION,AUTO-CAMION,0,x,0,x,0,SD,Lesiones,,,,,,
LC-2021-0071587,1,2021,2,17,2021-02-17 00:00:00,18,18,RAULIES y WARNES AV.,15,CALLE,SD,RAULIES,0.0,WARNES AV.,Point (98776.2198439271 103573.071623511),-58.476640237362,-34.597060094142,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0071618,2,2021,2,17,2021-02-17 00:00:00,18,18,"PUEYRREDON AV. y PERON, JUAN DOMINGO, TTE. GENERAL",3,AVENIDA,SD,PUEYRREDON AV.,0.0,"PERON, JUAN DOMINGO, TTE. GENERAL",Point (105244.383960642 102386.613716126),-58.406122530043,-34.607743010292,SD,SD,SD-SD,SD,SD,SD,SD,SD,SD,Lesiones,,,,,,
LC-2021-0071649,1,2021,2,17,2021-02-17 00:00:00,18,18,UNANUE y COSQUIN,8,CALLE,SD,UNANUE,0.0,COSQUIN,Point (98643.8142707543 93904.6431097469),-58.478099713804,-34.684214710142,MOTO,SD,MOTO-SD,x,SD,SD,SD,SD,SD,Lesiones,,,,,,
LC-2021-0071837,1,2021,2,17,2021-02-17 00:00:00,19,19,"SAN JUAN AV. y MARMOL, JOSE",5,AVENIDA,SD,SAN JUAN AV.,0.0,"MARMOL, JOSE",Point (103590.942645376 100293.964119522),-58.424140531729,-34.626614024038,MOTO,TAXI,MOTO-TAXI,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2021-0072066,3,2021,2,18,2021-02-18 00:00:00,1,1,"RUCCI, JOSE IGNACIO y RIESTRA AV.",8,CALLE,SD,"RUCCI, JOSE IGNACIO",0.0,RIESTRA AV.,Point (98703.4333546748 94475.0991730824),-58.477448204806,-34.679072523332,MOTO,TAXI,MOTO-TAXI,x,0,0,0,0,GRAVE,Lesiones,,,,,,
LC-2021-0072440,1,2021,2,18,2021-02-18 00:00:00,9,9,"GORRITI y SALGUERO, JERONIMO",14,CALLE,SD,GORRITI,0.0,"SALGUERO, JERONIMO",Point (104106.55665534 103748.599324055),-58.418534247038,-34.595470614835,CICLISTA,CAMIONETA,CICLISTA-CAMIONETA,0,0,0,x,x,GRAVE,Lesiones,,,,,,
LC-2021-0072470,1,2021,2,18,2021-02-18 00:00:00,9,9,SAN JUAN AV. y MATHEU,3,AVENIDA,SD,SAN JUAN AV.,0.0,MATHEU,Point (105871.05535605 100647.446191566),-58.399278293328,-34.623417205287,MOTO,TAXI,MOTO-TAXI,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2021-0072558,1,2021,2,18,2021-02-18 00:00:00,9,9,DIRECTORIO AV. y MOZART,9,AVENIDA,SD,DIRECTORIO AV.,0.0,MOZART,Point (97912.6639689652 98077.8559056592),-58.48606787531,-34.646594712507,PEATON,AUTO,PEATON-AUTO,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0072669,1,2021,2,18,2021-02-18 00:00:00,11,11,"MONTEAGUDO y MASANTONIO, HERMINIO",4,CALLE,SD,MONTEAGUDO,0.0,"MASANTONIO, HERMINIO",Point (105454.91618073 98093.4317154439),-58.403799850604,-34.646442321195,PEATON,AUTO,PEATON-AUTO,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0073071,1,2021,2,18,2021-02-18 00:00:00,12,12,PARAGUAY y 9 DE JULIO AV.,1,CALLE,SD,PARAGUAY,0.0,9 DE JULIO AV.,Point (107441.472390896 103475.726955209),-58.382178154993,-34.597911830187,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0073113,1,2021,2,18,2021-02-18 00:00:00,14,14,"COBO AV. y VEDIA, AGUSTIN DE",7,AVENIDA,SD,COBO AV.,0.0,"VEDIA, AGUSTIN DE",Point (102480.234331043 98529.8259041003),-58.436247778302,-34.642519860421,SD,AUTO,SD-AUTO,SD,x,SD,SD,SD,SD,Lesiones,,,,,,
LC-2021-0073261,1,2021,2,18,2021-02-18 00:00:00,14,14,ALVARADO y GONCALVES DIAS,4,CALLE,SD,ALVARADO,0.0,GONCALVES DIAS,Point (107622.668799671 98045.6566629003),-58.380154432149,-34.646859269595,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0073449,1,2021,2,18,2021-02-18 00:00:00,15,15,SUAREZ y PERDRIEL,4,CALLE,SD,SUAREZ,0.0,PERDRIEL,Point (107009.301518961 98470.9714166925),-58.38684832526,-34.643029676273,MOTO,CAMION,MOTO-CAMION,x,0,0,x,0,SD,Lesiones,,,,,,
LC-2021-0073656,2,2021,2,18,2021-02-18 00:00:00,17,17,"PAZ, GRAL. AV. y DE LOS CONSTITUYENTES AV.",12,GRAL PAZ,SD,"PAZ, GRAL. AV.",0.0,DE LOS CONSTITUYENTES AV.,Point (95720.9483675134 106663.037560225),-58.509930461176,-34.56919739421,PEATON,AUTO,PEATON-AUTO,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0073817,1,2021,2,18,2021-02-18 00:00:00,19,19,"PAZ, GRAL. AV. y DE LOS CONSTITUYENTES AV.",12,GRAL PAZ,SD,"PAZ, GRAL. AV.",0.0,DE LOS CONSTITUYENTES AV.,Point (95720.9483675134 106663.037560225),-58.509930461176,-34.56919739421,MOTO,SD,MOTO-SD,x,SD,SD,SD,SD,SD,Lesiones,,,,,,
LC-2021-0073922,1,2021,2,18,2021-02-18 00:00:00,18,18,"SCALABRINI ORTIZ, RAUL AV. y SANTA FE AV.",14,AVENIDA,SD,"SCALABRINI ORTIZ, RAUL AV.",0.0,SANTA FE AV.,Point (104343.821116692 104893.19964582),-58.415953619465,-34.585151718689,PEATON,MOTO,PEATON-MOTO,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2021-0074239,1,2021,2,18,2021-02-18 00:00:00,23,23,SAN PEDRITO AV. y DIRECTORIO AV.,7,AVENIDA,SD,SAN PEDRITO AV.,0.0,DIRECTORIO AV.,Point (99615.6317294597 99306.931733437),-58.467491887068,-34.635517513682,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0074963,1,2021,2,19,2021-02-19 00:00:00,12,12,BOULOGNE SUR MER y TUCUMAN,3,CALLE,SD,BOULOGNE SUR MER,0.0,TUCUMAN,Point (105262.269874017 103054.020475962),-58.40593162242,-34.601726635706,MOTO,CAMIONETA,MOTO-CAMIONETA,x,0,0,x,0,SD,Lesiones,,,,,,
LC-2021-0075350,1,2021,2,19,2021-02-19 00:00:00,16,16,"VUELTA DE OBLIGADO y HERNANDEZ, JOSE",13,CALLE,SD,VUELTA DE OBLIGADO,0.0,"HERNANDEZ, JOSE",Point (101002.948739107 107110.488650724),-58.452370264235,-34.565172555777,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0075474,1,2021,2,19,2021-02-19 00:00:00,16,16,POLA y AQUINO,8,CALLE,SD,POLA,0.0,AQUINO,Point (99104.2862496536 95347.5113077038),-58.473073160814,-34.671208772914,AUTO,AUTO,AUTO-AUTO,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2021-0091034,1,2021,2,19,2021-02-19 00:00:00,12,12,CORRIENTES AV. y URUGUAY,1,AVENIDA,SD,CORRIENTES AV.,0.0,URUGUAY,Point (107042.133842969 102801.513391966),-58.386525898382,-34.603992269934,SD,SD,SD-SD,SD,SD,SD,SD,SD,SD,Lesiones,,,,,,
LC-2021-0076074,1,2021,2,20,2021-02-20 00:00:00,4,4,"PAZ, GRAL. AV. y SAN MARTIN AV.",11,GRAL PAZ,SD,"PAZ, GRAL. AV.",0.0,SAN MARTIN AV.,Point (94879.1290936857 104434.540057847),-58.519117770109,-34.589282193913,AUTO,SD,AUTO-SD,SD,x,SD,SD,SD,SD,Lesiones,,,,,,
LC-2021-0076554,1,2021,2,20,2021-02-20 00:00:00,11,11,GODOY CRUZ y CORDOBA AV.,15,CALLE,SD,GODOY CRUZ,0.0,CORDOBA AV.,Point (102401.210605346 104399.129039101),-58.437125930452,-34.58961176575,TAXI,CAMIONETA,TAXI-CAMIONETA,0,0,0,x,0,SD,Lesiones,,,,,,
LC-2021-0076627,1,2021,2,20,2021-02-20 00:00:00,15,15,LUNA y CASEROS AV.,4,CALLE,SD,LUNA,0.0,CASEROS AV.,Point (105759.279419031 99229.2279019425),-58.400487622032,-34.636202192575,PEATON,TAXI,PEATON-TAXI,0,0,0,0,0,SD,Lesiones,,,,,,
